reviewtext,summary,rating,asin
Perfect,Five Stars,5.0,B0000V9E3S
Happy customer here,Five Stars,5.0,B0000V9E3S
The fit was a bit tight.,The fit was a bit tight.,4.0,B0000V9E3S
I got these for myself Easter Awesome summer water shoes. Very comfortable and I love the color.,Awesome summer water shoes.,5.0,B0000V9E3S
Only downfall is the expected 'dice-cup' effect of the toe box..  it collects little rocks/sticks.. so I have to empty my shoes occasionally..,Only downfall is the expected 'dice-cup' effect of the toe ...,5.0,B0000V9E3S
Good for biking; comfortable.,Five Stars,5.0,B0000V9E3S
Perfect fit an luv this shoe,PERFECT FIT AN XLNT COMFORT,5.0,B0000V9E3S
"I've worn this style before, but don't recall them being ""short"".  And if I order the 1/2 size larger, they're too big and the arch doesn't fit correctly.",Not quite the right fit,3.0,B0000V9E3S
Love the sandal!,Four Stars,4.0,B0000V9E3S
"Wonderful, but for casual around town, not around the mountain.",Casual around town.,5.0,B0000V9E3S
"Trust all the reviews that say Keen's run small.  Good grief.  Do they not know basic shoe sizes?
I ordered a half size bigger just in case and it's still too small.",Good grief. Do they not know basic shoe sizes,2.0,B0000V9E3S
Love these! Keen has great products!,The best!,5.0,B0000V9E3S
"These are my go-to shoes for most of the year in Houston. Water resistant, sturdy--better than sandals!",Great summer weather shoes.,5.0,B0000V9E3S
"had to send back my usual size for 1/2 size up, but I LOVE the shoes !  They are not easy ( for ME ) to get on, but once my foot is sit-yee-ated, they are comfy for hours.  I have wide feet with high arches+insteps, but they are wide enuf to be just fine, with no crowding on my toes",but I LOVE the shoes,4.0,B0000V9E3S
"I LOVE these sandals. These are my first pair of Keen's and I am a lifetime fan now! Works well for hiking, beach, everyday summer sandals. The only thing is, if you are walking in a lot of gravel, the rocks will get in your shoes. But it is easy to get them back out. Other than that, I have no complaints.",I LOVE these sandals,5.0,B0000V9E3S
They are a little narrow.,Four Stars,4.0,B0000V9E3S
"I love Keen sandals and have several pairs in size 6.5 (a half size larger than what I normally buy in other types of shoes).  However, I found that while the Venice H2 sandals fit OK once I got them on, they were way too difficult to get on and off and appeared to be a little smaller than my other Keen sandals.  So I'm returning them and getting a pair of Keen Whisper sandals in the same color.",Right size but too small for my feet,2.0,B0000V9E3S
Fit great,Five Stars,5.0,B0000V9E3S
"Returning them as they do not fir like keen's size 9, fit more like an 8.5",Love keens but to small,4.0,B0000V9E3S
"We wear Keens for work, rest, and play. Great shoes!",Great overall shoe!,5.0,B0000V9E3S
Just what I expected. Great!,Great!,5.0,B0000V9E3S
I receive lots of compliments.,Five Stars,5.0,B0000V9E3S
"Absolutely LOVE Keen footwear.  Venice H2 Sandal is a 2nd pair for me.  Several years ago, I ordered this sandal in red.  Have worn them out and wanted another pair in red.  Color no longer available so I ordered the beet red.",Absolutely LOVE Keen footwear,5.0,B0000V9E3S
great,Five Stars,5.0,B0000V9E3S
Usually a Keen shoe in size 9 fits me.  These were sloppy in the heel and rubbed my instep,Too big,2.0,B0000V9E3S
"I love keens
  Best for us that have square feet!  Love it for walking trails, beaches,. Dryies fast and comfortable!!!",I love keens Best for us that have square feet,5.0,B0000V9E3S
"I have somewhat narrow (not super skinny--a narrow-ish ""B"")  feet,  and although these sandals will adjust to my foot if I pull enough, I end up with a  absurdly long""tail"" ---so long it has to be tucked under and then looped again into a loose knot.  (see images of the tail attached)  This is not such a huge deal unless you are in India going in and out of temples every five minutes.  If you have REALLY skinny feet (like a true AA, or AAA,  find a different sandal--you will break your neck on the endless laces)

So,  these shoes are somewhat short in length  (go up 1/2 size) and really wide (I would call the normal short lace tuck as in the marketing pictures a ""C"" width) .  They are however, *supremely comfortable*, so I'm keeping them and dealing with the long pull and ""tuck and loop"".

(I just notice, that Amazon  states above that I bought a 5 B, lol.  I have no idea where that came from.  Try doubling that and more--I bought a 10.5 ""B""  (in reality ""C"")  I am normally a 10 B/AA.",A tad challenging if you have narrow feet......,4.0,B0000V9E3S
"Time to replace a very old, worn out pair of Keens.  Glad to find these in black again.  I'm always wary of ordering shoes without trying them on first, but these fit true to size like my old pair.  Looking forward to more adventures in my new Keens!",New Keens!,5.0,B0000V9E3S
I had bought the new ports before thus and they where to narrow. These must run wide which is perfect,Always a good sandle with keen,5.0,B0000V9E3S
Good return policy and great quality shoes,Five Stars,5.0,B0000YWEIC
"Love this shoe, I originally had the white sole but I thought it looked tacky so i exchanged it for the all black it looks so much better with my workout outfits. I'm completely satisfied here.",Great FIT,5.0,B0000YWEIC
Love them. Very comfortable. Look great.,Five Stars,5.0,B0000YWEIC
"For years I have worn the Reebok Renaissance.  It has since been discontinued  I have searched for a matching shoe and have found as close to it as I could with this Reebok Classic.  It fits the same, different material, constructed the same and I'm wearing them everyday.  Will be ordering another pair in black.","Different name, same shoe",5.0,B00019LZNG
"I have worn these shoes for almost 20 years and this is the first pair I have gotten that I could hardly get on my feet. I have ordered the same size for all these years also. They are still made in Vietnam. All my other shoes are still the same size so my feet haven't changed. The sides going up to the laces are shorter than before so makes shoes very tight. When laced, there is a 2 1/2 inch gap between sides on the laces. Also much shorter. Terrible fit. so disappointed. been a great shoe for many years until now. Even the insoles are not as comfortable either.",Not the same,2.0,B00019LZNG
My mom loves this style. The size is as expected. Great place to get hard to find shoes - good classics!,Classic,5.0,B00019LZNG
No frills here. Just a basic tennis shoe. Fabric is what reebok has used for years. Comfortable and worth the money.,Just a basic tennis shoe.,4.0,B00019LZNG
"I have a 86 year old neighbor who had these shoes - from 20 years ago.  She is very set in her ways and really wanted another pair.  I found them on line, to her delight, and ordered them for her.  She was very pleased to have found another pair.",Exactly what we were looking for.,5.0,B00019LZNG
"This is one of the best wearing shoes I have ever worn. I worked in a mill for 29 years and this is the shoe I wore. I would highly recommend this shoe to anyone for walking, or just ever day use.",Good wearing shoe,5.0,B00019LZNG
"Have worn this style/brand for years and was pleased at the decent price. i will continue purchasing them as my feet are narrow, flat, and i have LONG toes. These are the most comfortable walking shoes ever and REEBOK is the best!",AWESOME!,5.0,B00019LZNG
"My wife says these are the most comfortable shoes that she owns, and she owns many. She wears them to exercise and when she dresses casual with jeans and t shirt. This is the second pair of these we have purchased.",reebok womens sneakers,4.0,B00019LZNG
the shoes were the exact ones i've been looking for. the stores stopped carrying them and i thought i would have to find a different kind to wear. thank you,yes that's it,4.0,B00019LZNG
A+,Five Stars,5.0,B00019LZNG
"Good sneakers, thanks!",Four Stars,4.0,B00019LZNG
Perfect,Five Stars,5.0,B00019LZNG
Nice!,Five Stars,5.0,B00019LZNG
Excellent,Five Stars,5.0,B00019LZNG
"They are awesome! I probably should have gotten a 1/2 size bigger, but this is a normal range for me. So pick your biggest size you normally wear.",Pick Your Largest Shoe Size,5.0,B00019LZNG
Love my new classic reeboks.,Five Stars,5.0,B00019LZNG
Like the price,Four Stars,4.0,B00019LZNG
good,Four Stars,4.0,B00019LZNG
Fitted great but I did order half size bigger :),Five Stars,5.0,B00019LZNG
Good tem,Five Stars,5.0,B00019LZNG
"Really like the sneakers - been wearing this style for a long time - Didn't particularly like the price - used to buy them at the Reebok, Outlet in Avon for a lot less money than I paid this time!",Really like the sneakers - been wearing this style for a ...,5.0,B00019LZNG
"I have been wearing this shoe for 10-15 years.  This is my 3rd pair of white, and I also have black and navy.  They last an incredibly long time!  Since I am 79, I put them on when I get up and they stay on till I crawl in bed about 10 p.m.",Reebok's womens classic,5.0,B00019LZNG
Amazing! comfortable an cute. will go with everythig,Five Stars,5.0,B00019LZNG
"Nice shoes. Good price. Went up one half size
And they r perfect",Great shoes,5.0,B00019LZNG
"I have bought reebok classic nylon sneekers  for a lot of years , but they have become hard to find in local stores. so I buy them at amazon !
 I try to have two pairs at all times, one for work and one for ""play"".  They are always comfortable. my back and legs do not become fatigue.
and I get alot of ""miles"" out of them, and they are even washable!  they do run a bit narrow,  I buy the next full size up and it works for me.....",Great all-around sneaker!!,5.0,B00019LZNG
"I returned my shoes for a half size larger, didn't get my replacement yet. The last pair that I got were size 8 1/2... I still have them and they fit, but the 2 new pairs that I ordered did not fit in size 8 1/2. I love the classic Reeboks...nothing can compare with their comfort....so happy to have been able to still order them.....",Classic Reeboks....Love them,4.0,B00019LZNG
Amazing!,Five Stars,5.0,B00019LZNG
"I like the looks of the shoe, but they are tight at the toe and while I've had them only a few  months, they are beginning to show wear.",I like the looks of the shoe,3.0,B00019LZNG
These Reeboks are for my wife...She loves the Classic Nylon Sneaker style!  She wears the white with clothes that don't go well with her navy blue or dark grey Reeboks.,The Classic white is a staple for any wardrobe.,5.0,B00019LZNG
they were fine I always wear this kind of shoe  thank you,Five Stars,5.0,B00019LZNG
Have not worn much because of snow; but it fits much like the one I have been wearing of my mother's since she died in 2000.  It keeps my left foot bunion comfortable.  So now have two shoes to wear.,but it fits much like the one I have been wearing of my mother's ...,5.0,B00019LZNG
Ok shoe but need to order full size up to fit orthotic.,Three Stars,3.0,B00019LZNG
I like it...  It is very comfortable.  quality of thes is really good.,Five Stars,5.0,B00019LZNG
Love these shoes.,Four Stars,4.0,B00019LZNG
I LOVE the shoes! They are as comfortable as I remember from the 90s!,Five Stars,5.0,B00019LZNG
"I love these sneakers, they are so comfortable for my bad old tired feet that I stand on all day long at work :)",For work,5.0,B00019LZNG
Great,Great,5.0,B00019LZNG
"I have bought Reebok sneakers, this design, for 20+years.  I love the fit. This pair started to fall apart by the second wearing. The eyelet hole have leather covering for increased durability, the leather tore the second time I put them on. Just the right shoe.
Needed a pair so I am going wear them despite the flaw... I bought these because the other pair was ancient and hurt my feet. Probably going to get 2 months out of them. Bummed.  Bad form, Reebok, bad form!",Sneakers fell apart immediately,2.0,B00019LZNG
"Good quality, good fit, however the color is NOT light grey as advertised, they are tan and white.  Disappointed with color.","Good quality, good fit",2.0,B00019LZNG
Fit great and comfortable to walk in and I get kidded about the Reebok footprints I leave in the trail when hiking.,"Reebok, Reebok, Reebok!",5.0,B00019LZNG
"The Reebok Classics were so cute.  I was delighted to find them for sale on Amazon.  The width was perfect, but the length was a bit short for me, unfortunately.",Reebok Women's Classic Nylon Sneaker--an old fav,5.0,B00019LZNG
listed as white n grey.  appears more white n off white.. not much color.  fit smsller than expected but reeboks always stretch with wear.  good price.  would buy again,womens reeboks,4.0,B00019LZNG
I used this kind of sneaker since 2003 and I love them! I hope they never discontinue this brand! You will not be able to find them in store anymore!,hope they don't discontinue this product,5.0,B00019LZNG
This style of sneaker is my all time favorite. It's the only one that doesn't rub on my toes and/or wear out after just a few weeks. Sadly it is becoming increasingly difficult to locate. Thanks for carrying this style/size of shoe.,My favorite sneaker of all time.,5.0,B00019LZNG
I have worn Reebok Classic Nylon Sneakers for years.  This style fits my high arches so I know I'm getting a good fit hence that's why I've bought them for years.,Years,5.0,B00019LZNG
I love the originals! I wish they were still sold in more colors but by far the most comfortable reefs EVER!,Reef Slap II,5.0,B0001M3UWW
This is my 3rd pair of Reef flipflops.  Very comfortable & price cannot be beat the price!  I paid 3 times that much for my first pair at a retail store.,Great Price,4.0,B0001M3UWW
"I love, love, love these.  I do daycare and need something comfy to wear all day long.  These are perfect.  I have gotten them wet, dirty, muddy and more and I spray them off and they are as good as when I got them. I feel that they are very true to size.  The only problem that I have is that I have to hide them from my daughter so that she won't steal them!! :)",Wonderful Shoes!!,5.0,B0001M3UWW
"I have been buying Reef Slaps every summer for 8 years.  I love them, they have really good support and hold up very well.  Usually get at least 3 summers out of them.",Love my Reefs,5.0,B0001M3UWW
"These are by far my favorite casual sandals.  They are super comfortable, look nice and have enough support in them that I could walk around all day and my feet wouldn't hurt a bit.  I highly recommend these.",Go-to sandal,5.0,B0001M3UWW
"My last pair of Slap 2 thong sandals from Reef are exactly what I expected: attractive and well-made with excellent arch support and ideal bottom walking surface. I've been wearing Reef sandals for years. I love the Sandy, but find that the Slap 2 has a bit better arch support and looks a little less casual. I started with the men's Slap 2 in size 5, but moved to women's size 6 and find them perfect. I normally wear a size 7 medium shoe, so the Slap 2 runs slightly wide. The Reef sandal is a staple in my closet. I always have at least four pair (in good shape). They are my garden, casual, and run-to-the store shoe nearly year round.",Reef thong sandals are the simply the best...,5.0,B0001M3UWW
"they are little bit smaller than all of the other size 8's but same great comfort.

Hear these!",Would have been a 5....,4.0,B0001M3UWW
fav flip flops,Five Stars,5.0,B0001M3UWW
"i got these,, i needed something with good support as i am recovering from foot surgery.. they are soo comfy. took to the beach and they clean off so easily.. like new,  there is good traction on bottom of them so you won't slip either.,,, Reef makes awesome flip flops i have gotten them for my son,,this was my 1st pair.  PS they do run a little small.. so may get next size up  :) great shoes",awesome,5.0,B0001M3UWW
I love my Reef flip flops.  My kids talked me into trying them and now I live in them.,Reef flip flops,5.0,B0001M3UWW
"Never tried Reef brand before, but always will from now on.  Love them!",My go to flip flops.,5.0,B0001M3UWW
Best sandal I've ever owned! Comfy and durable! Love it have it in differs colors :),Five Stars,5.0,B0001M3UWW
"This has the nicest foot-bed of any ""flip flop"" I've ever warn.  Lots of spring and comfort.",comfort,5.0,B0001M3UWW
Reef flip flops are the best.  Most support of any of this type of sandal.,Reef flip flops are the best. Most support of any of this type of ...,5.0,B0001M3UWW
"Size is accurate and shoes are very comfortable. I have high insteps and heel spurs, so a good fit is imperative. Bought these flip flops for $28 in June 2013, price today is $36. Over the last month, have noticed the toe straps becoming looser to the point where the straps are fraying and beginning to come out of shoe. After taking the photos, realized how rough looking these shoes are looking. Don't think I will be replacing them -- they were comfortable while they lasted.",A nice shoe that lasted 2-years ...,3.0,B0001M3UWW
"Love the reefs, can't ask for a better flip flop.",Five Stars,5.0,B0001M3UWW
Love these. Very comfortable,Five Stars,5.0,B0001M3UWW
I love these flip flops. I wish I could wear them all year long!,Five Stars,5.0,B0001M3UWW
"One review I'd read said that these shoes run a little large, and should be ordered a size smaller than you'd normally buy. As I recall, there wasn't a size to fit my tiny feet. I ordered the smallest size available, and they could be a little smaller for me. I ordered the same size I'd bought the year before in a sportswear store, but they did run larger. The arch didn't fit exactly where I'd prefer, but my feet found a relatively sweet spot over time. I love the Reef shoes. They have great arch support, and feel like I'm walking on squishy rubber balls. After foot surgery I've got tender soles, so these solve that problem. I live in these during warm weather. I wish there were an equivalent shoe for cold weather.",The most comfortable thong sandal I've ever worn,5.0,B0001M3UWW
Super comfortable and as advertised by size,Happy with purchase and size,5.0,B0001M3UWW
I buy a new pair of these every year. I love them. I can walk for miles in them.,BEST SHOES EVER,5.0,B0001M3UWW
Love love love these. super comfy and well made.,Five Stars,5.0,B0001M3UWW
I love these! this is actually my second pare,Five Stars,5.0,B0001M3UWW
love love,Five Stars,5.0,B0001M3UWW
Vacation essentials.  Perfect!!!!  Love them!!!!,Reef flip flops,5.0,B0001M3UWW
Love them,Five Stars,5.0,B0001M3UWW
"Very comfortable, even to walk in for a long amount of time!",Five Stars,5.0,B0001M3UWW
Wish I can order more in different colors,Five Stars,5.0,B0001M3UWW
I lived in these flip flops last summer because it was hot and I was pregnant.  This is now the second summer and they are still as comfy and in shape.  I have had reef flip flops in the past and they last long and the style can survive more than one season.,Comfy from the first minute I put them on,5.0,B0001M3UWW
"Love these seriously! Super comfy, can walk all over. Pretty much all I wear while pregnant as they are so comfy!! I bought last summer and they still look amazing and are comfortable. Will buy more whenever these wear out but no signs of wear so far!",FABULOUS!!!,5.0,B0001M3UWW
"So comfortable!!!  I love these reefs!  These are my ""go to"" shoes when I come home and on weekends, they feel great after a long day on my feet.  Supportive, yet pillowy when walking - my favorites",The best feel!,5.0,B0001M3UWW
"These slippers are very comfortable of good quality, I bought these for my mother and she loves them. I plan on getting myself a pair also. They fit true to size and the slight splash of color on the inside compliments the slipper.",COMFY!,5.0,B0001M3UWW
"They are light weight, but last forever.  I have had a pair of the men's version for 3 years and still wear them.  Just bought these for my wife, and she loves them.  Fit true to size... she wears 8 in New Balance and 8.5 in Nike running shoes, and an 8 fit her perfectly.  Great for the spring and summer around the pool, or wear them to dinner.  Versatile.",She loves them.,5.0,B0001M3UWW
"I love these flips! The are so comfortable, but have a bit of support. I wear them everyday as slippers in the house till the warm weather arrives.",Wear them every day!,5.0,B0001M3UWW
I have plantar fascitis.. these give your feet great support and takes the pain away from PF. Highly recommend these to everyone!,Reefs are the way to go!,5.0,B0001M3UWW
"Tried someone else's slippers, and I must say, these are very comfortable. They cushion your feet. They are ""squishy"" with a lot of ""give"", yet still supportive.
 Here is a size chart from Reef:
[...]",Gonna buy this!,5.0,B0001M3UWW
"I bought my first pair of these in FL while on vacation.  I'm heavy and have a wider foot and had been looking for new flip flops before our trip.  My flip flops broke while on vacation.  We went into The Flop Shop and I tried on a lot.  This pair was amazing.  They were expensive as I was used to paying less than ten bucks for flip flops but I've worn them for a year and they are amazing.  They are so supportive and cushiony.  I bought this pair on Amazon to make sure I had a backup pair!  I clean house twice a week and wore these once to see how my feet did.  My feet did not hurt at all.  As a matter of fact, at home I walk around barefoot and if my feet start hurting, I put these shoes ON for relief!",Best flops around,5.0,B0001M3UWW
"I have worn Reef's for many years. I have a very high arch and narrow foot so it can be a challenge to find a snug enough fit. These sandals envelope my foot and embed it far enough that it gives great support. The arch is superior to any Reef sandal I've tried. They are not too light and therefore are more durable. While I only wear these indoors as a house slipper, I am sure they would be comfortable walking over most road surfaces, including gravel.  I don't suggest that this sandal is only for narrow feet. Through repeated wearings they have grown much looser on my foot, but that is what I have grown to expect considering most sandals are made for and average size feet. I highly recommend these sandals.",Very comfortable and the best cushion and arch support,5.0,B0001M3UWW
They fit perfect. These are best flip flops ever. They  are comfortable and durable. Third pair I've owned. Love them!,"Comfortable, durable, stylish!",5.0,B0001M3UWW
"Came nicely packaged with ""Reef"" tags still on, brand new. The first day wearing, they were a little tight and the toe thing was uncomfortable but then they just molded to my feet perfectly. I have been wearing them every day now. Sooo comfortable. I use to get those Nike flip-flops all the time and loved them but these are a whole different story of comfort. One thing that kinda sucks but doesn't change the comfort or sturdiness of the sandal is that they are soo so squeaky!! There is no way you can sneak around in these. People know your coming from about 20 feet away. Sounds like, ""quack quack quack"".. I don't care though. Just a heads up! Will definitely be buying from this company again. Thank you.",Oh so comfy!,5.0,B0001M3UWW
Pretty good..nice molding for the foot bed. I can't remember what I paid for it but I did wear them a great deal in the summer because I am a gardener. RInse off dirt and mud and then run to the grocery for a few items. We live in a casual place and they work just right. A little snug around the toe strap or I would have given it a 5 star rating.,Plastic flip flops,4.0,B0001M3UWW
"Replaced my old pair of Reef sandals with these. They are really comfortable and I can walk around in them all day. Only problem (and I get these with a lot of sandals) is that my feet make a squeaking noise when I wear them. Sounds like wet sandals after a shower. Only, I had JUST put them on and was totally dry. Oh well.",Great Sandals for Walking,4.0,B0001M3UWW
I wore mine out I think I loved them to death. If you want them to last longer I wouldn't recommend wearing them in the ocean.,very comfy and great arch support,5.0,B0001M3UWW
"I had a pair of Reefs for women a couple of years ago, and they were just ok. I noticed on my husband's Reefs, the heel was much thicker. So, ordered this style and they are amazing!! There feels like a lot of support in the heel and the look is great too for the Florida gal!",Awesome!,5.0,B0001M3UWW
Love these flip flops.  I wear hem all of the time.  They fit perfect. I would highly recommend purchasing these.,Comfortable,5.0,B0001M3UWW
I'm very pleased with both service and product. Contrary to reviews that I had read I found the fit true to size and did not find them wide. I'm certain this is my first pair of many Keen products to come. -Great buy!,Awesome Kicks,5.0,B0001N5WMW
"I love the shoes, not only are they great for hiking and bike riding, they are so comfortable, and cute!",Great and cute,5.0,B0001N5WMW
"These shoes were a bit tight at first- I do have wide feet- and the first few times left me with a couple of blisters, but once they stretched out they are FANTASTIC. I wear them everyday now, and they survived the ultimate test of a day in Disneyworld. I would recommend these shoes to anyone with an active lifestyle, and even if not, just anyone who likes comfortable shoes!",great shoes,5.0,B0001N5WMW
"What looks like a geeky sandal is a very comfortable haven for the feet!  I am amazed.  I do get some ""looks"" when I wear the Keen sandals (in Mango!) is it the style they envy?  Or the color?  Either way, you really can't go wrong with these.  I read several comments indicating ""size"" was an issue for some.  I wear size 7 1/2....I bought US 7 1/2 M and they fit like a glove.  Best of luck...your feet will thank you!  azchurchlady",Keen Sandal Women's H2,5.0,B0001N5WMW
"These shoes are wonderful.  I bought a pair for my 3yr old.  I figured it was most cost effective.  I got 1 pair of shoes that work as 2.  I thought they were great looking & chose a pair for myself.  I couldn't have made a better decision.  I was out in town and a friend said let's go walk.  We did.  I walked 2 hours in these shoes and was comfortable the whole time.  They are also great to go out on the boat and then to dinner after.  I keep mine and my daughter's at the door so we can throw them on when we leave. They are a great investment, easy and comfortable.",Love Them!,5.0,B0001N5WMW
I bought the shoes for everyday wear.  I've found them to be quite comfortable.  They have even replaced my old walking shoes.  I've comfortably walked 4 miles in these shoes.,Great walking shoes,5.0,B0001N5WMW
"These Keens are a very cool do everything kind of shoe.  I actually purchased these shoes for myself after seeing that the men's versions only came in the same boring colors...navy blue, black, grey.  Me being extremely secure with my sexuality I decided that I wanted the Process Blue(bright) and that I was willing to wear a womens size to get them.  I have 4E wide feet...that is right not one E but 4, however I usually wear a 9 in mens shoes.  Well after some trying I found the the womens' 11 fits me perfect.  After going through all of this I recieved the shoes very quickly and found them to be a bit tight but after a short hike on the Appalachian Trail they settled right in nicely and have been very comfortable especially on the hikes where you have to cross a stream or river and your feet are doomed to get wet and stay that way.  So far not a single blister from my neon blue womens' Keens on my big fat duck paddle of a foot.

Great shoe with great quality.",Great Product,4.0,B0001N5WMW
"Son grandiosas, muy bonitas, cmodas y te protegen muy bien los pies de las piedras y corales.",Las mejores sandalias para la playa,5.0,B0001N5WMW
"These shoes are different from anything else I have ever owned.  I truely love wearing them.  They are comfortable, practical and they make me smile every time I wear them!  Order a 1/2 size larger than your usual size and have some fun.",Great treking shoes,5.0,B0001N5WMW
These are great shoes!! I love that they are comfortable with great support and I love the way they look great color!!  I have arthritis and bone spurs in both feet and have a hard time finding shoes that won't kill my feet. These are the only sandal I can wear.,Awesome!!!,5.0,B0001N5WMW
Very very comfortable,Five Stars,5.0,B0001N5WMW
"These arrived quickly. I have never ordered shoes for my self online before, this was a first. They literally fit perfectly. I love them.  I wear a size 11, womens.",Perfect fit,5.0,B0001N5WMW
Very comfortable,Five Stars,5.0,B0001N5WMW
"I wear a size 7.5, but these sandals were way too tight and there was something rubbing on the arch of each shoe, I had to return them.  Am considering going up a size.  Will wait until I get my refund before I decide.",These run SMALL,1.0,B0001N5WMW
"I was able to take them out of the box, put them on my feet and comfortably wore them.  They were very good in the water and cleaned off well.",Very good shoe for the cost.,5.0,B0001N5WMW
Heavy duty. Fit snug..good for light hiking. Very comfortable.,good for light hiking,5.0,B0001N5WMW
Great walking shoe and comfortable.,Five Stars,5.0,B0001N5WMW
Love these sandals. Very comfortable and easy to put on and take off. Color very pretty Ive had them quite a while and they still look great,Love these sandals,5.0,B0001N5WMW
Returned. Product ran small.,Three Stars,3.0,B0001N5WMW
"I needed a very supportive sandal as I broke my foot ... love the sandal . Arch is high . However I had to go a whole size up , so returned two pairs before getting the right size .",More support than the whisper,5.0,B0001N5WMW
"I bought a pair of Keen Newports from a local shop last year,l and fell in love. I wanted another pair in a different color and ordered them through Amazon. The quality is not the same. Pink and black are from Amazon. Brown from The Walking Store.",Buyer beware,3.0,B0001N5WMW
"I bought my first pair of Keens on Amazon following user reviews. I wear an 8.5, I bought a 9. They were huge and slid all over. For my second pair I went to Keen's website and measured my foot. According to their site, I bought an 8. Much better! Great water hiking shoes.",Be careful of the size,4.0,B0001N5WMW
"These are comfortable and I liked wearing them but I only wore them a few time (like 6) hiking and in water and the threading is coming undone. I paid extra for these so they would last me a long time, and for the last two months Ive only wore these shoes a few times.  Its dissapointing.",These are comfortable and I liked wearing them but I only wore ...,1.0,B0001N5WMW
too chunky for me,Three Stars,3.0,B0001N5WMW
I like the Keens but they all run a size small. I ended up buying a mens 10.5 and usually i wear a mens 9 or womens 11. this womens 11 is more like a 10.,I like the Keens but they all run a size small,3.0,B0001N5WMW
uncomfortable heavy foot gear even for hiking sandals,Two Stars,2.0,B0001N5WMW
I have smaller feet and had only purchased the big kids version of these in the past. I got used to the roomy toe box in the kids' version. Loved them. Decided to try these women's version because them seem more structured. Much snugger fit. I liked it a lot until the top of the shoe started rubbing on my toe.  I am on the fence on the fit and it might just be my feet. Overall love Keens durability.,Snug fit - like an athletic show,4.0,B0001N5WMW
"If you enjoy the comfort and style of Tevas or Eccos, these are not for you. The fit is very very wide, and the toebox is low.  Keen's advice is to order a size larger, but that doesn't help the low toebox problem.  Plusses: they do protect your toes (while cramming the nail).  They withstand wet weather.  They are apparently indestructible.  They offer enough protection that you can wear them in the winter, provided you aren't actually stepping in slush.  Minuses: they are really ugly.  They make my feet look big, sort of like Sasquatch.  Keen makes two styles that aren't quite as ugly (Rose and Bali), but only in limited colors and the popular sizes (7 - 9) are often unavailable.  These will make your feet sweat, but this can be countered with foot powder.  They aren't really a sandal; they are a shoe with holes in the side.  They are very difficult to get on and off, until you discover the trick of putting your index finger through the loop at the back and pulling with all your strength. Why did I buy and then keep them?  I have a deformed toenail and I need to hide it, at least until it grows out..  Then I can go back to my comfy and pretty Tevas and Eccos.","Very wide, homely, not all that comfortable.  But they do hide your big toe.",2.0,B0001N5WMW
"So,etching weird going on here. Not made same as in Rei. The toe box, front of shoe is not the same height, way less room than ones in store. Fit perfectly in Rei.  Must be seconds or something. You can see the difference between the shoes. They were tight and small. Same size in store fit perfectly",Dont fit buy in store,1.0,B0001N5WMW
very comfortable and great support.,Five Stars,5.0,B0001N5WMW
It was a gift,It was a gift,1.0,B0001N5WMW
Bought these for my wife she cant stop talking about how comfortable they are,... for my wife she cant stop talking about how comfortable they,5.0,B0001N5WMW
I haven't had these shoes no more than 2 weeks and I went on a hike and the glue is already deteriorating. I do not think these are quality shoes.,Already coming apart,1.0,B0001N5WMW
Great quality.,Five Stars,5.0,B0001N5WMW
"Awesome, comfortable, wife loves them",Best sandal,5.0,B0001N5WMW
So confused: these were too big yet another pair of the same style Keen (Newport H2) in the SAME size fit just perfectly. I wear an 8. Bought these in an 8.5 and another pair in an 8.5 yet these were too big in the toe box and the other 8.5 were not. Not sure what to recommend. I returned them and kept the better fitting 8.5 Keen Newport H2s.,Not sure what to recommend. I returned them and kept the better fitting ...,3.0,B0001N5WMW
Fits as expected. They do run wide so if you have a narrow foot take that into consideration. They seem to be pretty comfortable just tested them out around the house. Waiting for our Hawaiian trip to really give them the test.,They seem to be pretty comfortable just tested them out around the house,4.0,B0001N5WMW
Best shoes I've ever owned!,Five Stars,5.0,B0001N5WMW
Quality item,Five Stars,5.0,B0001N5WMW
Looking forward to wearing these on vacation!,Five Stars,5.0,B0001N5WMW
Very comfortable. Great for walking on land and in the water. Worked great for hikes through rocky country with streams to cross. Excellent value!,Very comfortable. Great for walking on land and in the ...,5.0,B0001N5WMW
"This Newport sandal was too wide for my narrow foot, so I had to return them.  The color (raven/capri) was really nice (see photos).  I ended up keeping the Keen Whisper sandals (beet red/honeysuckle) because they were narrower and less bulky.  I have been wearing (without socks) the Whisper sandals for months and love the quality & comfort.  I am sure the Newport sandals are excellent for people with slightly wider feet.",Too Wide For My Feet,4.0,B0001N5WMW
These shoes are hideous and were too small despite ordering my exact shoe size.  I returned them right away.  I'm sure they provide great comfort but definitely not for me.,Not for me!,2.0,B0001N5WMW
"Love these shoes.  However, I did have to order a size larger than I normally wear.  Great walking shoe!",Five Stars,5.0,B0001N5WMW
"I was in love with these sandals for a few years, I had two pairs. I wear sandals all year around because I dislike socks and heavy shoes. I live in Seattle, where it rains frequently, and my work has a closed toe policy. These sandals solve both of those problems. So long as I don't step in a deep puddle, I find my feet stay dry, warm, and happy in these sandals.

Unfortunately, I have to give them 3 stares because of a problem I had with both pairs The vertical straps on either side of the heel quickly busted and came unstitched. Really disappointing as otherwise these shoes are so comfortable.",I was in love with these sandals for a few years,3.0,B0001N5WMW
